name,PixelStandardDeviation [px],detected per frame,frames,obs per frame,total obs,corner_total [m],corner_avg [m],corner_median [m],corner_std [m],center_total [m],center_avg [m],center_median [m],center_std [m],reprojection_total [px],reprojection_avg [px],reprojection_median [px],reprojection_std [px],translation_total [m],translation_avg [m],translation_median [m],translation_std [m],angle_total [deg],angle_avg [deg],angle_median [deg],angle_std [deg],rodriguez_total ,rodriguez_avg ,rodriguez_median ,rodriguez_std 
2019-09-08_00:34:07_porcupine,0.1,3,30,3,90,1.0270257349107836,0.021396369477307987,0.014327407184031148,0.01912433780983547,0.29088354596111354,0.024240295496759462,0.01823738752008069,0.019309214242870656,2535803.0383293875,528.2922996519562,10.772604508618855,1090.295797464738,49.04785145244015,0.49047851452440155,0.07904670336220627,0.532743188665601,3797.9601635030745,37.97960163503075,10.248684282207037,50.323110929136526,66.28690971271084,0.6628690971271085,0.17887328472190261,0.878303975559778
2019-09-08_00:34:07_owl,0.1,3,60,3,180,0.32167958349800985,0.006701657989541876,0.0055584997510667415,0.0033646191870157762,0.08843976049387173,0.007369980041155977,0.006331648963135171,0.003331606765550551,9295.523555332084,1.9365674073608474,1.5227655489561025,1.3059898127327583,1.204614432883581,0.012046144328835813,0.011516477689580942,0.004123349572594743,161.7690754795738,1.6176907547957378,1.6201796303434959,0.26187691798070417,2.823402995025438,0.028234029950254372,0.02827746902323473,0.004570614453740136
2019-09-08_00:34:07_wren,0.1,3,90,3,270,0.14089853775461952,0.0029353862032212396,0.002705900111111821,0.0016828934984882713,0.04064212633689412,0.0033868438614078436,0.0033454415200103423,0.0017567953940248976,2405.374917251484,0.501119774427393,0.3382682906966679,0.44976338767524865,0.3103665702494865,0.003103665702494865,0.0033434654276848445,0.001299469182875,106.18525513313735,1.0618525513313732,1.0786776033704792,0.11901771137981813,1.8532823191427574,0.01853282319142758,0.01882647574633635,0.002077250931769599
2019-09-08_00:34:08_guinea-fowl,0.1,3,120,3,360,0.303489552025462,0.006322699000530458,0.0030132150711060265,0.007127790432643065,0.07824581559887794,0.0065204846332398295,0.0032264280067560514,0.007060550094144935,10748.71277989388,2.2393151624778818,1.5467564358531989,2.1658208351299693,2.5537200499363744,0.025537200499363734,0.02790225271427859,0.01062773462824089,152.275581208328,1.5227558120832798,1.4778647735319415,0.6013197194686223,2.6577102624725475,0.026577102624725478,0.025793606197368292,0.010495008961902554
2019-09-08_00:34:08_caterpillar,0.1,3,240,3,720,0.2145142098867474,0.00446904603930724,0.0034447546921172996,0.002809851432809569,0.054569253847197914,0.004547437820599826,0.0036706638120005326,0.0028337561311498663,6420.551128702182,1.3376148184796286,1.088524949664175,0.9400570297691907,2.2699155448269814,0.022699155448269823,0.022876028088500228,0.002170458671680981,52.52619814517481,0.5252619814517481,0.518267859670168,0.12208282438810013,0.9167551011867029,0.00916755101186703,0.009045480558508366,0.0021307472457130668
2019-09-08_00:34:08_lark,0.1,5,30,10,300,0.406930934153167,0.008477727794857644,0.006594628368114275,0.005368852289643287,0.11377664705742979,0.009481387254785817,0.007362051832298199,0.005358327182460853,11259.439746863909,2.3457166139299783,1.6056629716629982,1.9639626085365236,3.4831990921585323,0.03483199092158532,0.012892141550198853,0.2143527502655423,423.31301985001903,4.233130198500192,2.44699431177506,17.50647240306063,7.388205962942787,0.07388205962942787,0.04270810751803966,0.3055455838429317
2019-09-08_00:34:09_chough,0.1,5,60,10,600,0.4730724038314199,0.009855675079821246,0.007856553476600888,0.005395011108090501,0.12427202576203918,0.010356002146836598,0.008005993184903666,0.005482899759102705,12543.485555612047,2.6132261574191746,2.157921354895099,1.7013316685547017,5.027253044816837,0.05027253044816837,0.046773872613131,0.012375862167258412,219.37701111891215,2.1937701111891217,2.2374955869782056,0.5695303124583373,3.828851147208941,0.03828851147208943,0.03905166499161283,0.009940179142310776
2019-09-08_00:34:09_caterpillar,0.1,5,90,10,900,0.16325693676892405,0.003401186182685917,0.0021709819457016006,0.0032118664011331084,0.04234611784467664,0.003528843153723053,0.00239146198304601,0.0031712296315496128,6150.421014375202,1.281337711328168,0.9604504095951023,0.9609325044706188,1.4944242765744749,0.014944242765744747,0.014638253722015685,0.003438583578073377,74.47400788344618,0.7447400788344618,0.748382713098226,0.37702931321983596,1.2998166447206299,0.012998166447206298,0.0130617424085636,0.006580402892233176
2019-09-08_00:34:09_viper,0.1,5,120,10,1200,0.23820330226994138,0.004962568797290445,0.004846833857709768,0.002969123066748792,0.06186031826223105,0.005155026521852586,0.005209774675598659,0.002873104060223679,6642.3233935369235,1.3838173736535255,1.264298512293262,0.7474164946375348,2.663640628898119,0.02663640628898118,0.026453446648579456,0.004135444842983699,94.20207268831744,0.9420207268831743,0.8699773239171704,0.33126015406350495,1.644136330613282,0.016441363306132818,0.015183968720036559,0.00578158036907353
2019-09-08_00:34:10_ferret,0.1,5,240,10,2400,0.24476993964337795,0.005099373742570373,0.005019690021088194,0.0019219328766783613,0.06204328303241436,0.00517027358603453,0.005229691570859802,0.0019431783419733741,5562.0272883799835,1.158755685079163,1.1212140736583984,0.5826310915106157,3.144408260981884,0.03144408260981886,0.03111649888736434,0.006765006525981111,113.10150363884662,1.131015036388466,1.1996987583475058,0.2838464693552728,1.9739936274536232,0.019739936274536237,0.02093869336524118,0.004954055460409827
