Measure;Mean;Std;Median
terr_killerqueen_emperorcrimson;0.15231581581775475;0.24657428061021933;0.13581464918680747
Rerrangle_emperorcrimson_diavolo;0.15231581581775475;0.24657428061021933;0.13581464918680747
reprojectionNormAvg;0.15231581581775475;0.24657428061021933;0.13581464918680747
tcangalho;0.15231581581775475;0.24657428061021933;0.13581464918680747
terr_killerqueen_diavolo;0.15231581581775475;0.24657428061021933;0.13581464918680747
Rerrangle_killerqueen_emperorcrimson;0.15231581581775475;0.24657428061021933;0.13581464918680747
Rerrangle_killerqueen_diavolo;0.15231581581775475;0.24657428061021933;0.13581464918680747
terr_emperorcrimson_diavolo;0.15231581581775475;0.24657428061021933;0.13581464918680747
Rcangalhoangle;0.15231581581775475;0.24657428061021933;0.13581464918680747
