name,PixelStandardDeviation [px],detected per frame,frames,obs per frame,total obs,corner_total [m],corner_avg [m],corner_median [m],corner_std [m],center_total [m],center_avg [m],center_median [m],center_std [m],reprojection_total [px],reprojection_avg [px],reprojection_median [px],reprojection_std [px],translation_total [m],translation_avg [m],translation_median [m],translation_std [m],angle_total [deg],angle_avg [deg],angle_median [deg],angle_std [deg],rodriguez_total ,rodriguez_avg ,rodriguez_median ,rodriguez_std 
2019-09-08_00:06:34_guinea-pig,0.1,3,30,1,30,0.2808165575237379,0.005850344948411207,0.0034674503787963306,0.005866946020807482,0.07057802846165571,0.005881502371804643,0.0036998303032830257,0.0058833812572158285,9140.146060622701,1.9041970959630627,1.0856514709305998,2.173163771546411,0.6946828141152906,0.006946828141152907,0.006797702008726028,0.004430006314871607,138.5087284519474,1.3850872845194737,1.2851267309410783,0.33793449382830604,2.4174333542367132,0.024174333542367137,0.022429692760318042,0.0058980695733659725
2019-09-08_00:06:34_lark,0.1,3,60,1,60,0.44100359058132216,0.009187574803777547,0.007283670530676716,0.006498677681831045,0.11692120408346375,0.009743433673621979,0.007976538020077372,0.006923820428363764,13100.498635919374,2.7292705491498706,2.38335113011159,1.679044802035556,3.0612224472450236,0.030612224472450246,0.03212410649036011,0.010772421516140962,236.87746325822735,2.3687746325822725,2.422025271505043,0.7916370900360484,4.134291657627761,0.041342916576277616,0.04227231555426997,0.01381667370203492
2019-09-08_00:06:35_dog,0.1,3,90,1,90,0.07679606380595039,0.0015999179959572992,0.0013483825528192077,0.000999834469186892,0.020593155871734926,0.0017160963226445771,0.0016459801558216156,0.001047546672570687,1925.3788030640947,0.40112058397168565,0.3608320548550101,0.2591739427154715,0.09860227268405508,0.0009860227268405504,0.0008150284375865424,0.0006425855802492668,52.16503813306737,0.5216503813306737,0.5300079912456886,0.06447739069406902,0.9104516698491315,0.009104516698491313,0.009250384509142555,0.0011253427607099764
2019-09-08_00:06:35_guinea-pig,0.1,3,120,1,120,0.12258521103557156,0.002553858563241074,0.0015657908845628245,0.002650661182669058,0.03185544912456906,0.002654620760380755,0.001683450554368382,0.0026618454239647434,4554.506465747019,0.948855513697294,0.6742490267522336,0.8404946806670748,0.9639147290232947,0.00963914729023295,0.010318423939952387,0.004298015569191921,64.81646132471326,0.6481646132471329,0.616130314919527,0.21111363202214312,1.131260659606758,0.01131260659606758,0.010753502616684972,0.0036846279746353813
2019-09-08_00:06:36_ape,0.1,3,240,1,240,0.2037896822720745,0.004245618380668218,0.002795120555600692,0.003429865476347449,0.05379733751353972,0.004483111459461643,0.003298141130763801,0.0033724307637638244,6367.751651148422,1.3266149273225887,1.0975512795769444,0.9307716999188419,2.1777452306118517,0.021777452306118508,0.022001937927976934,0.0032826118146247764,91.34829241612606,0.9134829241612604,0.921289869699008,0.24133183145424916,1.594328468735148,0.015943284687351483,0.016079541591510326,0.004212035048747653
2019-09-08_00:06:36_manatee,0.1,5,30,1,30,0.26752506142265425,0.005573438779638629,0.0053141779009671505,0.003673527341156982,0.07145967405523593,0.005954972837936327,0.006225785208981779,0.003761224234194036,7009.015764737003,1.4602116176535462,1.0887023260797193,1.0785156132397264,0.9590148623229112,0.009590148623229112,0.010286198762650354,0.003976290513287859,206.17878068252998,2.0617878068253,2.0694781909556594,0.2249936672347046,3.59849857065715,0.035984985706571514,0.03611920823039527,0.003926880289381036
2019-09-08_00:06:37_yak,0.1,5,60,1,60,0.2948300062446134,0.006142291796762779,0.006046202985576154,0.002474801151559106,0.08144689667943777,0.00678724138995315,0.006756562177623283,0.002589130725400573,5976.397495677203,1.2450828115994212,1.1137237929428627,0.7166585948049331,0.8181150143391369,0.008181150143391366,0.00743734408845991,0.004968429002473892,206.06599449272747,2.0606599449272744,2.0599388785406636,0.33780417983650957,3.5965300802942655,0.03596530080294265,0.03595271582036484,0.005895795165146419
2019-09-08_00:06:37_mink,0.1,5,90,1,90,0.08127444977834522,0.0016932177037155254,0.0011486422205818133,0.0012372622773223268,0.022380783157028135,0.001865065263085678,0.0015243877337543514,0.0012565476211733183,2423.8121817806214,0.5049608712042961,0.3574150049082242,0.40141575440049293,0.3691362584460061,0.0036913625844600608,0.0037115908609367844,0.0014461695695120753,42.58291245577744,0.42582912455777433,0.4384526990761604,0.12563792731775178,0.7432120274406412,0.007432120274406412,0.007652443213120308,0.0021927954970796153
2019-09-08_00:06:38_vulture,0.1,5,120,1,120,0.1737913911574422,0.003620653982446711,0.0028274802416797624,0.0023723809556710513,0.044758115004764704,0.0037298429170637254,0.0029718565511367223,0.002320234520712817,5309.9048703189455,1.1062301813164481,0.8950959765883686,0.7285816258073462,1.6369356460909037,0.016369356460909038,0.01657846419317128,0.002371456131713002,107.61390496241218,1.0761390496241217,1.078351630010907,0.21432043997644984,1.8782169625216356,0.01878216962521635,0.018820786437914454,0.0037405973319107623
2019-09-08_00:06:38_koala,0.1,5,240,1,240,0.2251539973061029,0.004690708277210478,0.0035849144890149976,0.0030192312273622664,0.06262960323546372,0.005219133602955311,0.004071481802424042,0.003087606362590926,5942.760167717832,1.2380750349412142,1.0114014898156225,0.8757810968845305,2.02149707260599,0.0202149707260599,0.01943300153539932,0.005330496477142521,150.27125052338158,1.5027125052338155,1.537120101465064,0.43532717477048594,2.6227280927218137,0.026227280927218124,0.026827806769146305,0.007597892523151486
2019-09-08_00:06:39_cobra,0.1,7,30,1,30,0.2162038860619581,0.004504247626290792,0.004240928090036307,0.0030258685472386144,0.05852945414617012,0.0048774545121808436,0.004696842001622587,0.002931551278585927,7450.593401737492,1.5522069586953193,1.2383733445964349,1.0272446224940168,1.4395050085247612,0.014395050085247612,0.015006294668300661,0.0050197109464642465,100.23941592221557,1.0023941592221555,0.9216867799484698,0.36272163220554177,1.749507848117889,0.01749507848117889,0.0160864689822054,0.006330686750197437
2019-09-08_00:06:39_termite,0.1,7,60,1,60,0.38929796304436226,0.00811037423009088,0.005361347187820727,0.007047915859066702,0.10613957049627146,0.008844964208022622,0.006360980879444201,0.006845957879522114,642021.044222236,133.75438421296548,1.6036654501537027,909.4308815164135,8.519776514195414,0.0851977651419541,0.017873449524844195,0.2498869328175215,606.101690115333,6.061016901153331,1.6595639901376051,17.99837171571962,10.578470094414321,0.10578470094414322,0.02896485577542817,0.31413084643712985
