name,PixelStandardDeviation [px],detected per frame,frames,obs per frame,total obs,corner_total [m],corner_avg [m],corner_median [m],corner_std [m],center_total [m],center_avg [m],center_median [m],center_std [m],reprojection_total [px],reprojection_avg [px],reprojection_median [px],reprojection_std [px],translation_total [m],translation_avg [m],translation_median [m],translation_std [m],angle_total [deg],angle_avg [deg],angle_median [deg],angle_std [deg],rodriguez_total ,rodriguez_avg ,rodriguez_median ,rodriguez_std 
2019-09-08_00:11:46_tarsier,0.1,3,30,1,30,0.36532638091166436,0.007610966268993008,0.004465133468496732,0.008742489225577726,0.09410635893916848,0.00784219657826404,0.004685721110378252,0.008650113285571017,661606.4618933011,137.8346795611046,1.3500203685525822,658.0245127823171,25.125285309273217,0.25125285309273215,0.012243449182895763,0.5878138685061444,1950.392872617701,19.50392872617701,1.3567715930122817,49.105891506315245,34.04077733460865,0.34040777334608635,0.023680131495592803,0.8570594889123213
2019-09-08_00:11:47_rook,0.1,3,60,1,60,0.3721796536263227,0.007753742783881722,0.005107621144913704,0.005972430017871894,0.10048316130952885,0.00837359677579407,0.006354762965197802,0.005969741866279218,11075.164059597339,2.307325845749443,1.5687381024055327,1.8708997995937733,1.5297761208804443,0.015297761208804444,0.014926565848469991,0.007182498482842299,281.07282019980164,2.8107282019980153,2.6892671756111337,0.5932328670662499,4.905646150352364,0.04905646150352364,0.0469365666802181,0.010353866761352545
2019-09-08_00:11:47_shark,0.1,3,90,1,90,0.23004755344526512,0.004792657363443024,0.0026659317604610755,0.0038310223185034397,0.06322956522661038,0.005269130435550866,0.0032306190925165935,0.003576443398625683,7325.026540051621,1.52604719584409,0.9894189470157292,1.3217643740507836,1.200413131797683,0.012004131317976832,0.011252485328244802,0.006032104050292081,89.87845990026833,0.8987845990026835,0.8928480464205256,0.3051779310319513,1.5686750518807369,0.015686750518807368,0.015583138130030216,0.005326359700933071
2019-09-08_00:11:47_otter,0.1,3,120,1,120,0.1870182462634008,0.0038962134638208506,0.002937198523871524,0.002087898213365636,0.05267092437456058,0.004389243697880047,0.0037700521958574052,0.001974256727109143,4528.58837228674,0.9434559108930686,0.7020044674128205,0.7158316729605524,0.8399149695480284,0.00839914969548028,0.007609969495093148,0.004381570416891774,121.08106339249527,1.2108106339249531,1.2218417661292005,0.21889842543644467,2.1132632180144597,0.021132632180144596,0.021325161757342306,0.0038204982512973773
2019-09-08_00:11:48_sparrow,0.1,3,240,1,240,0.07787856178903872,0.00162247003727164,0.0012587875515237957,0.0011298273048525997,0.019260225826570707,0.0016050188188808923,0.0012536633349796728,0.0011563908851881844,2346.6346986666786,0.4888822288888898,0.3174537424210823,0.46781055887883716,0.5190215800000112,0.005190215800000111,0.004581955068694476,0.0022028845493338323,46.77162128118053,0.46771621281180553,0.4728259596206848,0.1145192435405636,0.8163187878517444,0.008163187878517443,0.008252369784282707,0.0019987378566759884
2019-09-08_00:11:48_hare,0.1,5,30,1,30,0.42392459477675853,0.008831762391182468,0.005510817140620161,0.008460447997806307,0.11225805089347277,0.009354837574456064,0.006864008626889218,0.008472111562714416,13664.487940432045,2.8467683209233465,1.9941540284357409,2.526634720289936,2.4047498369886173,0.024047498369886167,0.0255781558340459,0.012403512915284798,349.24522589690093,3.4924522589690086,3.3491250066818723,1.3777024368698092,6.095479088772018,0.060954790887720184,0.05845325842747197,0.024045443636129232
2019-09-08_00:11:49_clam,0.1,5,60,1,60,0.15242466120867681,0.003175513775180767,0.0018981719788275944,0.002872550161115677,0.03914789088754934,0.0032623242406291113,0.0020179501083369532,0.002977270029162901,5341.094099020426,1.1127279372959236,0.8471588069358817,0.7856825519025852,0.9761352318444882,0.00976135231844488,0.009502841468933786,0.0026258736591820175,81.73846712718333,0.817384671271833,0.7980385998395029,0.2619416610898593,1.426605376901274,0.014266053769012743,0.013928401125188849,0.0045717444341658794
2019-09-08_00:11:49_worm,0.1,5,90,1,90,0.7454545732561684,0.015530303609503512,0.01181683311043374,0.01315490871024949,0.19990440825398395,0.016658700687831995,0.011887626935650732,0.013891488363421413,885214.4547171319,184.41967806606894,3.656380931691867,931.2769416961402,33.02983895709614,0.3302983895709613,0.01549643043534546,0.6505090991601978,2933.755826441814,29.337558264418135,4.622764766249668,56.12370358604791,51.20369862097688,0.5120369862097687,0.08068246571624137,0.9795434159898857
2019-09-08_00:11:50_jaguar,0.1,5,120,1,120,0.23911677975947038,0.004981599578322299,0.0041485427488052225,0.003371022937869584,0.06131813608647439,0.005109844673872866,0.00419558343950471,0.0034096572475043625,6928.830669914065,1.4435063895654294,1.184299464787971,1.0518861322193997,2.3329189568342543,0.023329189568342543,0.022846815409085793,0.007293810480512786,121.12666510202844,1.211266651020284,1.1405752455536948,0.3355565592216536,2.114059117990178,0.021140591179901788,0.01990679340164359,0.00585656678508594
2019-09-08_00:11:51_ram,0.1,5,240,1,240,0.22605873305971894,0.0047095569387441425,0.004162021693282953,0.002476402526225832,0.05931223303800265,0.004942686086500221,0.004493143850775205,0.002469537986025664,5774.214960854124,1.202961450177941,1.0665429213127795,0.7372260145016902,2.5241627261860913,0.02524162726186092,0.02385317368040244,0.005454353674791989,87.19860428628836,0.8719860428628836,0.9034153149975719,0.3683325564939179,1.5219027479385838,0.015219027479385843,0.015767571759649334,0.006428615853111722
2019-09-08_00:11:51_bison,0.1,7,30,1,30,0.38471270955653164,0.008014848115761078,0.0061180335953523665,0.005342364082812951,0.10073952253581285,0.008394960211317738,0.00624402953048925,0.005542813039550436,11950.533131011583,2.4896944022940777,1.9610508872722638,1.814878051412201,3.003504595776768,0.030035045957767677,0.029232797503523422,0.007749906213406127,191.36950108627815,1.9136950108627813,1.943158332967698,0.8832385776103902,3.340027881853768,0.03340027881853768,0.03391451079783757,0.015415421259939386
2019-09-08_00:11:52_kudu,0.1,7,60,1,60,0.27430411657634624,0.005714669095340547,0.005189925503473354,0.0021563717893242898,0.07403521758150537,0.006169601465125448,0.005919840551264748,0.002031331789014432,6753.703405260131,1.4070215427625283,1.1103920262336917,0.9744179920837823,1.7652609313121217,0.017652609313121213,0.016439947189635942,0.006074719881558032,148.83080192407851,1.4883080192407852,1.4629435786665534,0.351208624277073,2.597587521957972,0.025975875219579718,0.025533182218648726,0.0061297468550379096
2019-09-08_00:11:52_polar-bear,0.1,7,90,1,90,0.1986728919830237,0.0041390185829796615,0.003302561244250336,0.002496834668703562,0.057340123723935835,0.0047783436436613196,0.0037839110175374377,0.0025567087264914854,4777.849272494308,0.9953852651029831,0.8355866376810576,0.6526369985194413,0.980393476481773,0.00980393476481773,0.010083640530275603,0.002612907002854958,153.5438810192797,1.535438810192797,1.5230793214551166,0.20452603330627564,2.6798462700767343,0.026798462700767342,0.026582748928432872,0.0035696526872367493
2019-09-08_00:11:53_spider,0.1,7,120,1,120,0.20747787890307365,0.004322455810480701,0.00420899093054785,0.00186933003040155,0.05306259744023678,0.004421883120019733,0.004216802933165977,0.0017799777787938964,5937.139393130215,1.2369040402354643,1.0889876458885306,0.7009170581462036,2.3950981286023665,0.023950981286023666,0.021829808049551883,0.0056720972342851495,67.53304656236082,0.6753304656236078,0.6262558802548068,0.31532021746733185,1.1786740164156777,0.011786740164156772,0.010930227070401387,0.005503375992900325
2019-09-08_00:11:54_monkey,0.1,7,240,1,240,0.18623363341745067,0.003879867362863556,0.003458767439418612,0.0016472873392612969,0.04960483939172343,0.0041337366159769524,0.0037943187810964424,0.0016479381028641244,4517.025138499529,0.9410469038540664,0.8023073717777565,0.6020938584542564,1.840126807316056,0.018401268073160566,0.017780268161664867,0.005148414723912695,103.164147220452,1.0316414722045202,0.9779552750937852,0.2630108340771438,1.8005540390085846,0.018005540390085846,0.01706853948764647,0.004590405023064243
2019-09-08_00:11:54_toad,0.1,12,30,1,30,0.10077356435628691,0.0020994492574226437,0.0011557150973687037,0.0019199873196496322,0.025512854203076488,0.002126071183589707,0.00124607131771184,0.0019089521291375479,4033.5834448087558,0.8403298843351574,0.6079543581252821,0.6905834447162981,0.6371869219579981,0.00637186921957998,0.006733926236780774,0.0024447333056215065,41.43085719936188,0.41430857199361887,0.39978182885053504,0.19119655976485148,0.7231048700512435,0.007231048700512433,0.00697750920303755,0.003337009486385218
