frame,# arucos,reprojection_total [px],reprojection_avg [px],reprojection_median [px],reprojection_std [px],translation,|||rotationvec|||,angle
35,3,13.22150342976505,1.101791952480421,1.0567881652440345,0.5839833276256322,1.648033551174198e-13,0.0,0.0
36,3,12.154826019054292,1.0129021682545243,0.9626440268631699,0.5622352283370873,2.8130710993678654e-13,0.0,0.0
37,3,13.424706382749212,1.1187255318957676,0.9989232328575355,0.651637201635821,4.212288811355243e-13,0.0,0.0
38,3,12.306088953045478,1.0255074127537898,1.1203190714494164,0.4860773272880962,2.628208509720277e-13,0.0,0.0
39,3,14.00103511279289,1.166752926066074,1.243287615157028,0.3996571125485439,1.192824582560483e-13,0.0,0.0
40,3,13.459756731229772,1.1216463942691477,1.0801390785033815,0.4752312857282517,1.130710419061916e-13,0.0,0.0
41,3,11.986433433454275,0.9988694527878562,0.977426804616976,0.3519872948873158,6.870024880368527e-14,0.0,0.0
42,3,15.070506407096188,1.2558755339246823,1.3287986184015603,0.4129457363634417,4.5488861028346354e-14,0.0,0.0
43,3,13.949995984680331,1.1624996653900277,1.1546180949043237,0.474741440181556,2.7512930457625504e-14,0.0,0.0
44,3,14.431910463571601,1.202659205297633,1.0287067226035336,0.4454805320959619,1.4497262500327625e-14,0.0,0.0
45,3,13.784402181431325,1.1487001817859437,0.9968914132241994,0.5638794197067515,7.757798204413759e-15,0.0,0.0
46,4,21.704968273209005,1.3565605170755626,1.2866121714483902,0.5824502610968134,2.9508824201513026e-15,0.0,1.2074182697257333e-06
47,5,23.659844762979883,1.1829922381489941,1.1144504891452718,0.47104894650599544,2.1121182654497134e-15,0.0,0.0
48,6,29.409714197736307,1.2254047582390128,1.191154326842442,0.6408845400396722,3.4698372427830847e-16,0.0,0.0
49,6,27.96508275650682,1.1652117815211176,1.3525779440114536,0.546378749210357,1.2412670766236366e-16,0.0,1.7075472925031877e-06
50,6,27.23405727468593,1.134752386445247,1.1420707494637075,0.6337261915089984,5.839013252859498e-16,0.0,0.0
51,6,25.54609886872468,1.0644207861968613,0.9955891017746181,0.6282465569104062,5.865315305387853e-16,0.0,1.2074182697257333e-06
52,5,22.458083588891892,1.1229041794445946,1.0126111967714118,0.578430369285826,2.253309141480008e-16,0.0,0.0
53,5,20.80504908894084,1.040252454447042,0.9027838097187791,0.572475065439514,1.1701461338598296e-15,0.0,1.7075472925031877e-06
54,5,21.490512143403325,1.074525607170166,1.0934425963702226,0.463712922405347,2.6020852139652106e-18,0.0,0.0
55,5,21.774565946231448,1.0887282973115724,0.9704002637757566,0.5852936533917396,1.3858738854667505e-15,0.0,0.0
56,4,15.392927351597116,0.9620579594748196,0.7551338528532234,0.577685913298927,1.3884909188920794e-15,0.0,0.0
57,4,20.8926594728054,1.3057912170503374,1.3181773930485348,0.585538344474359,3.3550112621624293e-15,0.0,1.7075472925031877e-06
58,5,23.934411527416895,1.1967205763708446,1.11099504400111,0.5094002723496482,1.6481890655576302e-15,0.0,0.0
59,5,21.408155805985842,1.0704077902992921,0.9574865229514253,0.6367667386834787,1.1720159489467652e-15,0.0,1.2074182697257333e-06
60,4,18.842382604723763,1.1776489127952354,1.1476091999265186,0.5046404434900079,1.282705729523404e-15,0.0,0.0
61,4,20.852616396435415,1.3032885247772137,0.9851329923775796,0.6883221751456813,1.969277160792289e-15,0.0,1.2074182697257333e-06
62,4,15.807104004377717,0.9879440002736072,0.9354969744960129,0.5558574724461768,5.894487246823168e-16,0.0,0.0
63,5,23.953214911483343,1.1976607455741672,1.1220778401186378,0.5512705372868877,3.273069708340169e-17,0.0,0.0
64,4,19.946745698788106,1.2466716061742569,0.9453537198616448,0.7519845428804136,2.7768149512701325e-15,0.0,0.0
65,4,19.964753221572536,1.2477970763482833,1.022083173316139,0.7417318891546496,1.7371088154936987e-15,0.0,2.091309789151873e-06
66,4,15.567796612100341,0.9729872882562713,0.8449843689044259,0.5157803552699647,5.230218609804675e-15,0.0,1.2074182697257333e-06
67,5,20.19156473410077,1.0095782367050383,0.941935461417436,0.4636325743398258,5.230582225525885e-15,0.0,0.0
68,5,24.701176859648122,1.2350588429824056,1.2143891925817256,0.5651226524497888,1.6365348541700845e-15,0.0,1.2074182697257333e-06
69,4,19.024747375481503,1.1890467109675942,1.13954085090264,0.601492761995342,2.3724523730670963e-16,0.0,0.0
70,4,17.954018473097133,1.1221261545685706,0.9938906441210325,0.7073826310930308,2.437438961788735e-15,0.0,1.2074182697257333e-06
71,5,25.342688928974674,1.2671344464487337,1.2273156681696331,0.5904017534556254,4.418811638486547e-15,0.0,0.0
72,4,16.242140485809248,1.0151337803630782,0.8921084551292162,0.5595260663192712,2.254873622441467e-16,0.0,0.0
73,5,24.397293584567752,1.2198646792283878,1.226619114786832,0.5223081396675618,4.679511028695506e-16,0.0,1.7075472925031877e-06
74,5,25.340134793981704,1.2670067396990852,1.0622468882829144,0.6566506576013413,1.739601598532165e-15,0.0,0.0
75,5,23.054329100516227,1.152716455025811,1.1767492861307973,0.4648052120757277,3.592846427591284e-16,0.0,1.2074182697257333e-06
76,5,20.239990680660142,1.0119995340330072,1.044981331911331,0.5389054320541153,9.38804394323018e-16,0.0,0.0
77,5,24.306608765594405,1.2153304382797203,1.2378396870013262,0.5630043950729697,2.789159160815919e-15,0.0,1.7075472925031877e-06
78,5,21.979963187997917,1.0989981593998963,1.2221548125487334,0.6165642564424757,1.2916224936400084e-15,0.0,0.0
79,5,22.13801731059814,1.106900865529907,1.0419569996054294,0.46316891262067994,1.7460110277345202e-15,0.0,1.7075472925031877e-06
80,5,24.36253150643865,1.2181265753219324,1.1997486287518042,0.5637217510531044,1.0405796283721462e-15,0.0,1.2074182697257333e-06
81,5,20.350422094056306,1.0175211047028152,0.9989466559134282,0.5897081598028637,8.035047390073136e-16,0.0,1.7075472925031877e-06
82,6,28.635957365551725,1.1931648902313217,1.1628205237595093,0.5254199864309211,9.485305533205821e-16,0.0,0.0
83,6,27.730107287566156,1.1554211369819232,1.0503179929283846,0.5486651591468003,2.801741140002428e-15,0.0,0.0
84,6,24.74455844021524,1.0310232683423017,0.9503341919368479,0.5263283941686473,6.961149409903374e-16,0.0,0.0
85,6,29.577379861324754,1.232390827555198,1.2600993597403716,0.6050182822537173,1.5022024217256888e-15,0.0,0.0
86,6,25.457930989198687,1.0607471245499454,1.0218961509380855,0.6301970963132659,6.991774940128509e-16,0.0,0.0
87,6,22.976683829454952,0.9573618262272897,0.9285764460512287,0.48494146610558875,1.1775693440128312e-16,0.0,0.0
88,6,24.27629470015542,1.0115122791731423,0.8464026844130546,0.5437053352020942,8.082620083848447e-16,0.0,1.7075472925031877e-06
89,6,27.198183473443073,1.133257644726795,1.1032886205842134,0.4347128817289815,2.4417833562575032e-15,0.0,0.0
90,6,23.850893990444423,0.9937872496018509,0.9233493247424607,0.47787672061548636,6.955527313080394e-16,0.0,0.0
91,6,24.758722410334826,1.031613433763951,0.9878867077173903,0.5591410581780161,4.5636417325061e-16,0.0,1.2074182697257333e-06
92,5,22.597958337849203,1.1298979168924603,1.1587323292780183,0.5149732984280049,8.173254176109202e-16,0.0,0.0
93,6,27.20012727033281,1.1333386362638669,1.0893366389324237,0.6027101221678794,8.20377491360933e-16,0.0,0.0
94,6,22.897129793562492,0.9540470747317706,0.8801374696334476,0.3892315505286763,1.1661655181687312e-15,0.0,1.7075472925031877e-06
95,6,23.52595248529083,0.9802480202204515,0.8468353739249508,0.4598959976264434,3.6954089099747465e-16,0.0,0.0
96,6,27.292140654360637,1.1371725272650266,1.1345857566335047,0.5261492408866055,3.6047522786497262e-16,0.0,1.2074182697257333e-06
97,6,25.20243692282509,1.0501015384510453,1.0185584835694617,0.5359588570006858,3.5096332715216296e-16,0.0,0.0
98,6,26.995997936061794,1.1248332473359082,1.1343182791189177,0.4029224786493678,1.5270700900921044e-15,0.0,0.0
99,5,21.726795905918493,1.0863397952959246,0.9968343203785394,0.5771862857784499,1.4277651554142954e-15,0.0,0.0
100,5,22.927575869846542,1.1463787934923269,1.1445250924741805,0.5207137384444468,2.311173200297833e-16,0.0,0.0
101,4,16.970684135326948,1.060667758457934,1.0957061414418896,0.5471229716900026,2.4762922422506176e-15,0.0,1.7075472925031877e-06
102,4,17.298830046009115,1.0811768778755697,1.0803296046819852,0.4117779139660393,1.147673963296451e-16,0.0,0.0
103,3,14.476123407469645,1.206343617289137,1.1874226346070955,0.5304425876522382,8.963048989549435e-14,0.0,0.0
104,3,13.871765621677413,1.1559804684731179,1.1533075276371378,0.5501687964534651,1.288589285386872e-13,0.0,0.0
105,3,13.90620093490856,1.1588500779090467,1.1646998488335427,0.4346027566369871,1.4249627643028244e-13,0.0,0.0
106,3,13.271658581428937,1.1059715484524115,1.1877526084071284,0.5702652870370855,1.3413472096264998e-13,0.0,0.0
107,3,12.323301321882097,1.026941776823508,0.9788848434716995,0.4849368990870123,1.0896583404991136e-13,0.0,0.0
108,3,14.263129794438838,1.1885941495365697,1.1413272568801736,0.5889569027440468,1.3747430903388888e-13,0.0,0.0
109,3,13.655890074453747,1.1379908395378124,0.9204085175855214,0.5145398320519164,8.437228726320178e-14,0.0,0.0
110,3,14.928950396708858,1.2440791997257383,1.2345447835596937,0.4138109509562509,6.960747695274804e-14,0.0,0.0
111,3,15.302886158205451,1.2752405131837876,1.3400463310499173,0.5893488570427725,7.660317880003888e-14,0.0,1.7075472925031877e-06
112,3,12.610205177923747,1.0508504314936455,0.8968183232571056,0.5457950960724473,4.198382114510172e-14,0.0,1.7075472925031877e-06
113,3,13.82124985479453,1.1517708212328774,1.2584410585447667,0.4497816178439342,3.8642045535620895e-14,0.0,0.0
114,3,14.057530794837229,1.171460899569769,1.061818882480738,0.5382405614880073,3.1490694563806905e-14,0.0,0.0
115,3,14.571054810058016,1.2142545675048346,1.2439845712014124,0.5684155519150216,2.3501457196904308e-14,0.0,0.0
116,3,15.007493936280326,1.2506244946900271,1.2863305866493326,0.4988340711234555,1.706921217326843e-14,0.0,1.7075472925031877e-06
117,3,13.329843081810782,1.1108202568175654,1.0027052054141028,0.5553070439846786,9.134078690509209e-15,0.0,0.0
118,3,16.17766179603868,1.3481384830032235,1.2167109725197642,0.4760866358951547,6.093208492622207e-15,0.0,0.0
119,4,22.338404009110473,1.3961502505694043,1.4295228246877323,0.5359151377868502,2.322262855672904e-16,0.0,0.0
120,5,27.950135109976557,1.3975067554988279,1.2820539724440843,0.5084329123706338,1.5612511283791264e-17,0.0,0.0
121,4,18.396473071221465,1.1497795669513415,1.1819738267731315,0.38718014659536565,1.1698777571738765e-16,0.0,0.0
122,5,26.482927834266913,1.3241463917133456,1.2396099285347186,0.5433853254132722,1.734723475976807e-17,0.0,1.7075472925031877e-06
123,6,31.382318090590694,1.3075965871079454,1.233908902230721,0.47648558786387046,2.367436813247751e-17,0.0,0.0
124,6,29.427023475675213,1.226125978153134,1.146077827934307,0.5237701707314333,5.343962009278975e-17,0.0,1.2074182697257333e-06
125,6,32.39623821527747,1.3498432589698952,1.4306122349687858,0.48309328739680674,1.1124231303363175e-16,0.0,0.0
126,6,29.07588617673805,1.2114952573640854,1.3088143085499366,0.5298383901394605,3.299467878588208e-17,0.0,0.0
127,6,30.67715916768116,1.278214965320048,1.29085251008683,0.6915756857891049,1.3046516086644251e-17,0.0,1.2074182697257333e-06
128,6,26.74940644790813,1.114558601996172,1.0744339054555032,0.5353835443682511,1.1674395787865824e-16,0.0,0.0
129,6,28.98217229030181,1.2075905120959087,1.1311868873791544,0.5062018831865062,1.1865432491074443e-16,0.0,0.0
130,6,31.85995371388161,1.327498071411734,1.1258540499999832,0.6760548296518947,1.173088713855624e-16,0.0,2.091309789151873e-06
131,6,34.3244490536852,1.4301853772368833,1.543856232460269,0.8203599144268434,1.1785910963473693e-16,0.0,0.0
132,6,32.28416154386498,1.3451733976610407,1.2314629102596495,0.7330915683761954,3.491063653003978e-17,0.0,0.0
133,6,37.76514692962746,1.573547788734478,1.4511066665757084,0.8179178896234062,1.2383544396570542e-16,0.0,0.0
134,5,29.970987037098375,1.498549351854919,1.2932454840775591,0.8140166479200979,4.1777673608052095e-17,0.0,0.0
135,5,27.649184222277178,1.382459211113859,1.0921083433216612,0.8991463732905969,6.331146576060244e-17,0.0,1.2074182697257333e-06
136,5,25.28242626270489,1.2641213131352447,1.0937804518056724,0.7735419372117959,2.2398766718569015e-16,0.0,0.0
137,4,19.170182839115228,1.198136427444702,1.0382695085779348,0.7548899413507437,1.303699802838727e-16,0.0,0.0
138,5,27.33269698343766,1.366634849171883,1.1354426731300538,0.9516042297033358,1.2295751324518482e-16,0.0,1.7075472925031877e-06
139,5,27.683339230216077,1.3841669615108039,1.1393849026325156,0.8177955097541184,2.332541980949955e-16,0.0,0.0
140,4,19.41438063524934,1.2133987897030838,0.9196958188432054,0.7366304158069712,6.012462478564703e-16,0.0,0.0
141,3,11.10276977584868,0.9252308146540567,0.8803802954110338,0.36177639887123353,1.2495377806052631e-14,0.0,1.7075472925031877e-06
142,3,9.610535346721035,0.8008779455600864,0.8114964406182945,0.32668510297550724,2.910359880850025e-14,0.0,0.0
143,3,9.91914152050197,0.8265951267084976,0.6106218647743178,0.45658125239249053,9.868163670217519e-14,0.0,0.0
144,3,10.541389995441605,0.8784491662868005,0.9061800307514902,0.29367638014197256,1.740583217243869e-13,0.0,0.0
145,3,6.960635277092113,0.5800529397576762,0.5122910086698164,0.31569861672651034,2.190400739761202e-13,0.0,2.091309789151873e-06
146,3,10.1674572786555,0.8472881065546249,0.7910497409153132,0.4406451638471353,9.128653705427751e-13,0.0,0.0
147,3,9.245781272986532,0.7704817727488779,0.686483734907305,0.38680313980702,1.3171972848563331e-12,0.0,0.0
148,3,11.550674331387206,0.9625561942822674,0.9148413625566927,0.4837407124612926,3.32780123744644e-12,0.0,0.0
149,3,7.207513284658933,0.6006261070549112,0.5191580800956326,0.2720188795652047,2.218765929119422e-12,0.0,0.0
150,3,8.011232608693584,0.6676027173911322,0.6267158490114407,0.4718643655896911,5.777210562875915e-12,0.0,0.0
151,3,6.459124452837089,0.5382603710697574,0.4855765699289144,0.3070325379614405,7.394207113484584e-12,0.0,0.0
152,3,8.322263570063726,0.6935219641719773,0.5627530559675609,0.4979236735834767,8.875118506517166e-12,0.0,0.0
153,3,7.729563672607061,0.6441303060505884,0.5137755572853621,0.3130531043994609,4.091040187128326e-12,0.0,1.2074182697257333e-06
154,3,10.728257017884351,0.8940214181570293,0.6024163500113291,0.6027371353429457,4.027642766867161e-12,0.0,1.7075472925031877e-06
155,3,9.165795169269881,0.7638162641058234,0.6944335647262563,0.4727292546274841,2.5355675459526413e-12,0.0,0.0
156,3,7.373601061202372,0.6144667551001977,0.6203253705519349,0.3244293838897016,3.857294591645846e-12,0.0,0.0
157,3,10.863580032779371,0.9052983360649476,0.8497152023103438,0.4380894561522043,1.653054751316477e-12,0.0,1.2074182697257333e-06
158,3,8.478332105231024,0.7065276754359187,0.6241170054346354,0.42075986534194115,6.453522175820974e-13,0.0,0.0
159,3,7.816693432502252,0.6513911193751877,0.4450735483840176,0.472276545931357,2.3115328178351115e-13,0.0,1.2074182697257333e-06
160,4,14.039212204690005,0.8774507627931252,0.9588957234587774,0.47926263723241463,2.7188158944292753e-16,0.0,0.0
161,5,14.89092920459561,0.7445464602297804,0.6647237906638273,0.4676674048256074,1.2162873585351636e-16,0.0,0.0
162,5,17.606629264751763,0.8803314632375882,0.8226526837838192,0.5006553255798439,1.681518926329261e-16,0.0,1.2074182697257333e-06
163,5,13.635960458144467,0.6817980229072234,0.5582633476135606,0.31618238085672185,2.225860458774576e-16,0.0,1.2074182697257333e-06
164,5,19.259492828540637,0.9629746414270317,0.9113742709973636,0.46902329268382154,2.2473876566261383e-16,0.0,0.0
165,5,18.776969409828276,0.9388484704914136,0.9236757926984314,0.4569932595900491,2.4019500181425534e-16,0.0,1.2074182697257333e-06
166,4,9.739274691091268,0.608704668193204,0.5474447606602708,0.2138221197847634,1.0500451862475693e-16,0.0,0.0
167,5,13.788907256828354,0.6894453628414177,0.6668624892471084,0.39278192554834196,3.631004568373038e-16,0.0,0.0
168,6,26.901965364260047,1.1209152235108355,0.9552623808417009,0.8920937938383381,2.2848356298658885e-16,0.0,0.0
169,6,14.959000612874899,0.6232916922031208,0.495081345553953,0.39736251346104934,1.1636878843346592e-16,0.0,1.2074182697257333e-06
170,6,16.83056520225078,0.7012735500937826,0.5881640734562799,0.49027546133064065,1.15746490986309e-16,0.0,0.0
171,6,14.450056266856961,0.6020856777857068,0.47964835026772235,0.3853948880356098,1.2738115944464653e-16,0.0,1.7075472925031877e-06
172,6,14.67446765036995,0.611436152098748,0.49367970971967556,0.41506420436442665,1.1274368112207335e-16,0.0,0.0
173,6,23.484194450361063,0.9785081020983776,0.7854000235935907,0.6471950277220325,1.1412318453723012e-16,0.0,1.7075472925031877e-06
174,6,16.64710418038052,0.6936293408491884,0.543544290372223,0.45311260944097226,1.2162873585351636e-16,0.0,1.2074182697257333e-06
175,6,18.88019290121336,0.7866747042172232,0.6323513652177906,0.47540401638208274,4.291468873614597e-17,0.0,1.7075472925031877e-06
176,6,16.99136453483148,0.7079735222846448,0.601982536540667,0.46703418020396564,6.938893903907228e-18,0.0,1.7075472925031877e-06
177,6,20.33818805455474,0.8474245022731144,0.8301083554296321,0.5403753086248861,1.121683521088602e-16,0.0,0.0
178,6,17.505089683871255,0.7293787368279689,0.6813462219737476,0.37080582622752434,4.667663494284973e-17,0.0,1.2074182697257333e-06
179,6,20.65910794598858,0.8607961644161909,0.7847989986522252,0.5142298368789285,3.36594471499633e-16,0.0,0.0
180,6,20.950689641302603,0.8729454017209418,0.7788495349634985,0.5544531973793291,1.219376111943197e-16,0.0,1.7075472925031877e-06
181,6,14.635940300577486,0.6098308458573953,0.549197450203301,0.37266158281516576,1.11724811264373e-16,0.0,0.0
182,6,16.313473065230543,0.679728044384606,0.5946583394511704,0.43065726345499633,6.938893903907228e-18,0.0,0.0
183,6,16.406966623906786,0.6836236093294495,0.578406859050923,0.36788324070153083,1.5515838457795457e-17,0.0,0.0
184,6,17.175689468531036,0.7156537278554599,0.6381878419561214,0.46361575673262406,1.1316993474494503e-16,0.0,1.2074182697257333e-06
185,6,18.863979759159612,0.7859991566316505,0.6597448985444876,0.5184638364706594,2.262667333033765e-16,0.0,1.2074182697257333e-06
186,6,14.38729802713963,0.5994707511308182,0.5596646374405292,0.41372127367864187,1.1125245686377491e-16,0.0,0.0
187,5,17.675681435490294,0.8837840717745149,0.8227828642241879,0.5556256504685833,2.344958617498264e-16,0.0,0.0
188,6,19.884851670692115,0.8285354862788381,0.6699578509668953,0.5596300787145566,3.354167577918486e-16,0.0,0.0
189,6,16.677440231592257,0.6948933429830108,0.7015212179748029,0.3464016336908584,2.2418238947761383e-16,0.0,0.0
190,6,19.201651500516444,0.8000688125215184,0.7686765746415318,0.5295345409094506,1.167431523562637e-16,0.0,0.0
191,5,19.447526307993975,0.9723763153996989,1.006970105227639,0.4532080117844521,5.76648802964689e-17,0.0,0.0
192,6,21.161662296649578,0.8817359290270655,0.8086533457163054,0.6059744949584306,1.1247979657955549e-16,0.0,0.0
193,4,12.601699599833301,0.7876062249895812,0.6930358049419777,0.4057579660964089,1.2188824373837152e-16,0.0,0.0
194,3,9.220188913007352,0.768349076083946,0.7424503493893523,0.32062410015348297,3.3410417124272925e-14,0.0,0.0
195,3,6.369747180385553,0.5308122650321293,0.3622707538278531,0.4047151287618586,2.1356132684944475e-14,0.0,0.0
196,3,6.997616069218413,0.5831346724348678,0.4670400472866616,0.3082411414415011,4.190593952598378e-14,0.0,0.0
197,3,9.564548698385284,0.7970457248654403,0.770143751527266,0.2987194478220453,2.810559001477196e-14,0.0,0.0
198,4,8.650636006602335,0.540664750412646,0.40399035706344555,0.3786461815904129,2.264063364309434e-16,0.0,0.0
199,4,9.836431034851824,0.614776939678239,0.5361637018549228,0.2765299094992865,2.2297102043770984e-16,0.0,1.7075472925031877e-06
200,5,14.951490878685906,0.7475745439342953,0.6568278013595459,0.4039923469048017,3.8517111915170804e-17,0.0,0.0
201,5,17.762415057246827,0.8881207528623414,0.6706971940931192,0.6044187289415587,3.3384414145772183e-16,0.0,0.0
202,6,19.85048705639153,0.827103627349647,0.898479022386057,0.5003083091471994,2.2297102043770984e-16,0.0,0.0
203,6,20.166641956379184,0.8402767481824659,0.8208066737846833,0.3639922363880716,3.3589640191608615e-16,0.0,1.2074182697257333e-06
204,6,17.75120997618497,0.7396337490077073,0.7274789413284376,0.4092723460089789,3.4039500624891234e-16,0.0,1.7075472925031877e-06
205,6,21.009616466255945,0.8754006860939977,0.809447260073611,0.4817613626469995,4.469026118725359e-16,0.0,0.0
206,6,20.454927912481057,0.8522886630200439,0.6264951322981666,0.4745058409166275,1.2164110592584467e-16,0.0,0.0
207,6,17.447328532138734,0.7269720221724473,0.6503569110061485,0.4087208361854564,1.5515838457795457e-17,0.0,0.0
208,6,19.78515784355045,0.8243815768146021,0.7381241581549429,0.3710473133299477,2.2301825219878386e-16,0.0,0.0
209,6,16.189812550940378,0.6745755229558493,0.5910251923223075,0.33608736612745554,3.1031676915590914e-17,0.0,0.0
210,6,18.05335976816669,0.7522233236736122,0.6796517892734726,0.4608843508404667,6.938893903907228e-18,0.0,0.0
211,6,22.075430679450438,0.9198096116437681,0.7324210005549427,0.5379625279731712,6.481461788203845e-17,0.0,0.0
212,6,17.430144532504425,0.7262560221876843,0.6178839908108831,0.4779683346104074,2.225860458774576e-16,0.0,0.0
213,6,18.175059155771507,0.7572941314904794,0.6175015253027598,0.5094105651202218,4.906538933386797e-17,0.0,2.091309789151873e-06
214,5,17.756624222466325,0.8878312111233162,0.8221383551833079,0.504868154516325,1.2354349359342582e-16,0.0,0.0
215,4,16.53316386764322,1.033322741727701,1.1423061647301096,0.47745687375541246,7.336219209913326e-16,0.0,0.0
216,3,7.110286576678171,0.5925238813898476,0.40789787636436603,0.41761578292671725,3.7362755639879444e-14,0.0,0.0
217,3,9.376021576765272,0.7813351313971063,0.7410884737672947,0.3933862293801644,2.2203564533119706e-13,0.0,0.0
218,3,9.202886893998482,0.7669072411665402,0.6579616280815859,0.5368780651051537,7.50401483096966e-13,0.0,1.7075472925031877e-06
219,3,10.1875044074704,0.8489587006225331,0.8029649374170739,0.5479733921838935,1.8344762593704796e-12,0.0,1.2074182697257333e-06
220,3,9.066424205432021,0.7555353504526686,0.6544680313713302,0.44386266635520844,3.5602348420902434e-12,0.0,0.0
221,3,11.762887079630723,0.9802405899692267,0.876076236673582,0.5337456966165506,4.6166694760430045e-12,0.0,0.0
222,3,11.809249402953029,0.9841041169127523,0.8365176828427094,0.6033999684714458,3.346468092825475e-12,0.0,2.091309789151873e-06
223,3,11.571355189836552,0.9642795991530461,0.84902439559178,0.5521071951628325,2.0507311446999638e-12,0.0,1.2074182697257333e-06
224,3,12.643602190628426,1.0536335158857022,0.8161528373525303,0.6110499808520699,3.5827514017957096e-12,0.0,0.0
225,3,13.41531605843263,1.1179430048693857,1.0658603517387926,0.6038990524274639,4.968268110520641e-12,0.0,0.0
226,3,12.429237063941425,1.0357697553284522,0.9715179575032125,0.5238406964990092,4.4084743760643405e-12,0.0,1.2074182697257333e-06
227,3,13.031518428664528,1.0859598690553773,1.1540036999030254,0.5719041144139054,4.952410247636176e-12,0.0,1.7075472925031877e-06
228,3,11.833824636851144,0.9861520530709287,0.9813108592773099,0.4135009410585575,3.36016557722807e-12,0.0,0.0
