frame,killerqueen_N_detectedCorns,emperorcrimson_N_detectedCorns,diavolo_N_detectedCorns,tcangalho,Rcangalhoangle,|||Rcangalhorodrigues|||,reprojectionNormAvg,terr_emperorcrimson_diavolo,terr_emperorcrimson_killerqueen,terr_diavolo_killerqueen,Rerrangle_emperorcrimson_diavolo,Rerrangle_emperorcrimson_killerqueen,Rerrangle_diavolo_killerqueen,Rriguez_emperorcrimson_diavolo,Rriguez_emperorcrimson_killerqueen,Rriguez_diavolo_killerqueen
34,24,12,16,0.8461135843604356,35.428362235515834,0.6183415695989617,56.220751690231964,1.1774259356281007,1.6780593127232086,1.0915005652550014,51.97035655086204,51.156837376748584,3.157892778936159,0.9070538352479466,0.8928552471315614,0.05511562641737732
35,24,12,24,0.8605979595150165,36.0740681903319,0.629611264510239,53.99757698239998,1.1959934989851417,1.6876912878682333,1.132575637352,53.78730012936579,51.0185416048332,3.4163628367962433,0.9387654830158054,0.8904415305700513,0.059626779944860694
36,24,12,16,0.8598504061877407,36.03186162000518,0.6288746208920676,55.28462287824209,1.1883321391676005,1.6965774248289014,1.151139154152712,53.90251659551977,50.51752195865033,3.6755463058447977,0.9407763897027055,0.8816970881269838,0.06415038484651663
37,24,16,24,0.8309859375954703,34.789420422526916,0.6071899312336454,48.775781381670946,1.1199058699733986,1.7014795122694066,1.0626028451671685,50.36623283801845,51.95483756359711,2.0471908659641143,0.8790565948495106,0.9067829778235985,0.0357302210278215
38,24,16,24,0.8100579144396307,33.86252475402117,0.5910125499957425,49.08075290552781,1.1106051361881344,1.7045697022466986,1.074523657059699,49.33393709353192,50.522312760171374,1.7313244083585118,0.8610396352538943,0.8817807033873345,0.030217311345998872
39,24,16,24,0.8732962502934458,36.69740733722033,0.6404905849800118,50.01620136822783,1.1969185117995347,1.702383178183575,1.0683694680256197,53.50049988453824,54.45695440561582,2.1347677215058525,0.9337598744480395,0.9504531549864277,0.037258725505574485
40,24,12,24,0.8644652105361881,36.33520891900497,0.6341690300366315,59.551972243582895,1.2354360902810857,1.710656164968755,1.1039807281065208,54.21102594729796,53.63088520978415,1.1637155999308946,0.9461608936644277,0.936035527669863,0.020310668775604272
41,24,16,24,0.8910959805543595,37.53038040225617,0.6550287075453161,51.72514771992197,1.2533119356983393,1.7077407226389583,1.0815388936182613,55.18877246933048,55.772212235236665,1.630156502200463,0.9632257897238186,0.9734087346259453,0.028451598286192262
42,24,24,24,0.9308328719356487,39.33489969795479,0.6865235106710342,43.53940180695184,1.2965493218305084,1.693780690805125,1.0768103747495796,57.814124170130455,58.016251735954285,2.1743231877789393,1.0090468209256114,1.0125746124582784,0.03794909862920727
43,20,24,24,0.9176820465960556,38.70084953148277,0.6754572476432728,42.8735088551156,1.2589639925909875,1.6859776604928334,1.0732424905492242,56.65087464565667,56.6973504764404,2.754323472350661,0.9887442867012851,0.9895554429710605,0.0480720132574728
44,24,24,24,0.8413987138616474,35.21596490860588,0.6146345369219522,39.33741461009159,1.082407540394421,1.672441780745048,1.049180375492763,50.39714777217434,52.06145350500826,3.189293448634537,0.8795961622385681,0.9086437770363357,0.05566367149095333
45,24,24,24,0.8455098543949983,35.41189174656985,0.6180541053374431,36.93516805089574,1.0859618272087952,1.6690041385281356,1.0559421757761507,50.954517208798784,52.40026753556895,2.8808904953407795,0.8893240940576498,0.9145571974215732,0.05028102453310696
46,24,24,24,0.8371598368085312,35.07145738498826,0.6121124048409164,35.510690646374535,1.061909723290925,1.65201134833303,1.0844894919139811,51.72839111228022,51.584010183620876,1.9019708590628392,0.9028307416686623,0.9003108190864694,0.03319565376761818
47,20,16,24,0.8269458140645981,34.59637867126683,0.6038207170803399,28.89339202046786,1.0028941417654893,1.6470309653811996,1.0556721405518499,49.720089995263066,51.68124225614445,2.3878037623923154,0.8677792748052328,0.9020078388905433,0.0416750375452436
48,16,16,24,0.7413289824947961,30.80906367212816,0.5377196005352031,30.21848745521704,0.904354142287851,1.6550710578579333,1.0661782107885984,44.4775492480353,45.87443283548848,2.075208932859969,0.7762796775961447,0.8006598954642721,0.036219228545198275
49,12,16,24,0.7466495076899347,31.04721892030346,0.5418761937467674,31.089946190881317,0.8946355514162598,1.6571215696176005,1.0697491985810192,44.835562715063475,46.38699433521128,1.9190997106344323,0.782528191362267,0.8096057812533944,0.033494608624641285
50,12,16,20,0.7166214783020605,29.726692230126314,0.5188286551427116,30.399772288682147,0.848104848224603,1.6611986144098398,1.0700283956325398,42.94964302710414,44.11020909538602,2.1202245678880645,0.7496126833791917,0.769868382457635,0.03700489959130275
51,12,16,20,0.6986053913518782,28.948206819635843,0.5052415215509103,29.437784146601434,0.8330453544980218,1.6654012443218988,1.0907857262627154,42.62593176367972,42.356020932085514,1.8626677631414614,0.7439628560066455,0.7392520233085296,0.03250968533756272
52,12,16,20,0.6809715855579653,28.176284013575625,0.4917689270139294,29.47664838422368,0.8122882678695406,1.6725839899690687,1.1069075142974045,41.78296690945826,40.564133220355735,2.181751910911783,0.7292503438218867,0.7079776829128188,0.038078754307082775
53,16,16,16,0.5665690968463218,23.280432318091897,0.4063201952383899,26.304701622868432,0.7044218053097778,1.705194568810026,1.0914539167153292,34.099139805606136,33.56283422775296,2.1793229209158578,0.5951422617056877,0.5857819635753378,0.03803636043415004
54,16,16,16,0.5088576339101569,20.845472713648846,0.363822132987808,26.97085857171527,0.6671723095345015,1.7323798954859173,1.1026489605162995,30.501926919199978,29.639989895920948,2.3945013258248746,0.5323590529427317,0.5173154139416729,0.0417919320790189
55,12,20,12,0.419263562914338,17.11337797537908,0.298684791808635,31.324479352657885,0.6260676973074474,1.7856571687892273,1.1039685892686573,24.857744637208597,24.539034557511307,1.9433547314164972,0.4338494885392549,0.4282869482892422,0.03391793859741487
56,24,24,12,0.3417948299466398,13.901735191564478,0.24263105083315975,27.486990206815406,0.6071975751503461,1.8609865108357142,1.118625388788028,19.15707619685255,17.85117284077611,4.696956537064341,0.33435405469051094,0.3115617414141318,0.0819773563948357
57,24,24,12,0.23784665978962152,9.655778816577879,0.16852513219360188,28.908654194464688,0.6179992607907566,1.9405757266036583,1.0583787064666264,12.032030467049742,14.218984862907734,2.716321119775129,0.20999854735029125,0.2481681021489754,0.047408747081539936
58,24,24,12,0.2420275427657578,9.828277930012275,0.1715358096797959,29.945334939407676,0.6902724119922207,2.047108022296781,1.0791984984911247,13.129852797252779,14.588070761060726,1.7669102317218182,0.22915916161425046,0.2546098662944238,0.03083840113071449
59,16,16,12,0.30865178114082137,12.55088166522488,0.21905420908635787,28.44445412696751,0.7655577498749108,2.150506696232087,1.1235487760362182,16.21669912900293,18.78042067508161,2.655525191589344,0.28303479360640016,0.3277801756897917,0.04634765796288729
60,24,16,12,0.42196654623848967,17.17937568270437,0.29983666910023904,27.87968053671477,0.6734356826617703,2.233817289821494,1.3681778455406195,9.737945292703442,23.16124213313914,18.638939622270232,0.16995920773676196,0.4042399340749128,0.32531086548904303
61,24,16,12,0.7698473456259434,31.88920553107629,0.5565716323624669,28.353070845986423,1.3569055871274613,2.4293953647609308,0.9741854077181247,47.33698176159363,39.08415763215175,9.246477199483218,0.8261861896963147,0.6821472360495184,0.16138147134156805
62,24,12,12,0.8923621405615235,37.530626574348695,0.6550330040588609,31.748343362221608,1.46235816105332,2.609351346396138,1.1317023924527927,53.35227787004111,56.188522005077736,3.0510798479269607,0.9311729122711252,0.9806747108178924,0.053251389087565014
63,24,12,12,0.9868058506618659,41.876535903683525,0.7308834308488904,33.827641457867536,1.5808896673553532,2.6237629995777785,1.0781633048289951,60.408467273933674,61.64575675569797,3.5753836814183138,1.054326650013386,1.075921425270467,0.06240221726281845
64,24,12,12,1.0028472511017483,42.62641122061043,0.7439712241086999,33.92674818212043,1.6053397694173526,2.6273031484016967,1.072290083565805,61.45960423248956,62.722615063961626,3.697014365379298,1.0726724508295857,1.0947161483271237,0.06452507316939052
65,24,12,12,0.9713285732192647,41.151431782528704,0.7182279765149576,33.64985873607426,1.5921850583787862,2.6190769679392956,1.074721674746658,59.406037200648775,60.490136412257776,3.558121734678931,1.0368309447135566,1.0557520453744083,0.06210093945691229
66,24,12,12,0.9572377424372646,40.48136826365374,0.7065331619130942,35.73055954456431,1.574718969287068,2.6017918290447852,1.0664066387829068,58.14949186813923,59.474628068084435,3.819984854737177,1.014900091460698,1.0380280811871074,0.06667131309147771
67,24,12,12,0.9378173954892337,39.5999441236228,0.6911494085629933,35.70584870796042,1.5834193527086027,2.604162082006646,1.0677996794321902,57.39833433668769,57.99460565734147,3.4068923768383703,1.001789919335716,1.012196817116339,0.05946148923692123
68,24,12,12,0.95927335674254,40.54730346398134,0.7076839482517724,37.9752048182261,1.60041978517096,2.605937591078069,1.0823923870612653,57.55494530218726,59.65761115282224,4.429353936933862,1.0045232963284108,1.0412217384912377,0.07730680993566917
69,24,12,12,0.9493042029038673,40.12405006447902,0.7002967828601959,40.47287940771191,1.611657928376574,2.6037941288467508,1.0741693389507931,57.76688560776786,59.01814185492972,3.587122730738833,1.0082223524784752,1.030060893777597,0.06260710232451555
70,24,12,12,0.9161312734456178,38.123469724347466,0.6653800689742372,52.46525450570644,1.0076949867973453,2.5730659535744205,1.5394923641747031,21.652236308635043,56.9384476066937,35.77972525771347,0.3779028140055459,0.9937633817110902,0.6244740112060759
71,24,16,12,0.8372259809868479,34.7588656505547,0.6066566498605405,58.2706790389002,0.884331144029507,2.5475741015837694,1.6165182137485659,13.564858375281096,51.71938397888113,38.99235459750176,0.23675144121538752,0.902673537534681,0.680544970831554
72,20,12,12,0.8623800594694693,35.98669503793641,0.6280863153230967,62.19460419609023,0.800236225496093,2.536254941874494,1.7045172347514512,8.55983824744202,53.353929702741596,46.04631716362536,0.1493973608560088,0.9312017421904407,0.803659842922839
73,20,12,12,0.8709698620478911,36.50155855437647,0.6370723788833698,68.40340919606658,0.7121546562706144,2.5202216585543864,1.8073085506565867,4.420988568737906,52.48623046255685,52.59745663183432,0.07716080671751387,0.9160575335321628,0.917998796400436
74,24,12,12,0.8738818647961676,36.627664903950254,0.6392733498911031,87.26478098782019,0.8212987311407305,2.495687929425437,1.6558990660332613,4.610911395275804,51.52716355069858,53.74491976587599,0.08047558536529126,0.8993186581733023,0.9380258061347161
75,12,12,12,1.0333646562114027,42.9689985886266,0.7499505016563303,121.9055682209379,1.6961992985131054,2.4964017913009413,0.9195814134733512,42.689458581254065,52.932059381332046,33.28547780329363,0.7450716081366313,0.9238387160653962,0.580941180766963
76,12,12,12,1.0018681792599682,41.539691245573096,0.7250043824971141,132.39898517312108,1.669807367846609,2.4370350891068906,0.9272776188453877,39.96706640726129,48.80360575629392,35.848401573163954,0.697556901169931,0.8517836072925858,0.6256726390288255
77,12,16,16,1.0026958166140167,41.543014858126355,0.7250623904792296,130.47078578559646,1.7068486822734712,2.4267820594757,0.9844984970430638,40.682418479836244,45.76287263235249,38.18375346219026,0.7100421501473291,0.7987128026053556,0.6664322186850034
78,12,16,24,0.7994118221689281,33.269529396672084,0.5806628285609691,65.77986125697143,1.4810696721264398,2.4096761966032183,1.0024540642867812,48.67908900278193,45.58489825955721,5.544600927676835,0.8496103799699085,0.7956065638159059,0.09677154189709276
79,24,24,24,0.7523065370677684,30.996588486291003,0.5409925259715425,127.1927927413208,1.0456155566229945,2.3966339296699286,1.2444916760500049,21.659794534320582,45.860706720966064,25.46926420358613,0.37803472992936793,0.80042032957235,0.44452251841290935
80,12,20,24,0.7824719087104707,32.54920885750546,0.5680908634827679,80.00736740901074,1.4749081510933826,2.385488242207094,1.0275126648987147,46.729521307712076,46.4088257116713,4.509279553132634,0.8155840047004221,0.8099868106528647,0.07870177509501738
81,12,24,24,0.769822273180579,32.01966995015224,0.5588486660320416,86.31503310122196,1.4886473888970362,2.378310824698873,1.0473356583860904,46.84079802430853,45.658933082853416,3.559278743294097,0.8175261497858403,0.7968987152435573,0.06212113306672804
82,12,24,24,0.86216396301286,35.96668220397196,0.6277370254777588,86.16560424045727,1.6282597075916132,2.3979424024712754,0.9510524401131599,52.025144718539245,47.32011271714616,8.554789176230159,0.908010069165049,0.8258917693290405,0.14930923793918668
83,12,24,24,0.8432173538377156,35.2061227007434,0.614462757989089,87.83820698621666,1.6069320121530415,2.414897829487844,0.9930451262780576,51.278134674453945,48.49465535653282,5.845578071243097,0.8949722843502929,0.8463914055914027,0.1020245840255717
84,12,20,24,0.7915000524017879,32.8940368873377,0.574109247956507,87.87492534876759,1.5963469824394105,2.3576502169266758,1.0226403476603865,48.36711196379207,43.73475597794366,6.580242720277062,0.8441653534489126,0.7633154893713889,0.11484690104921715
85,12,20,24,0.7578205748754542,31.442388701223482,0.5487732075282107,81.84249730932994,1.5338198325845718,2.32393839832825,1.0443071512618842,46.39451757602567,42.39158062175841,5.541067905886031,0.8097370865760272,0.7398726569743087,0.09670987903429391
86,12,20,24,0.7678135628264013,31.850269333104748,0.5558920675096538,86.16235854048743,1.5206912533383363,2.2876337865019383,1.0117627988909421,46.14065824307652,42.80119625326541,6.608953502972002,0.8053064053791481,0.7470217984117422,0.11534799873807043
87,12,20,24,0.6996101899320095,28.958345175841743,0.5054184692474489,85.99182713301948,1.389569012512554,2.2644028485295253,1.0548864690304445,42.1562094562472,41.44392102616736,3.274905045110117,0.7357646551718824,0.7233328768431267,0.05715787572733331
88,12,16,24,0.6932200844400495,28.698501136194334,0.500883335213916,78.57294337402108,1.3554421443170523,2.240700739329445,1.0663407691968192,41.941699974578015,41.623379460341766,2.530423973662543,0.732020758440009,0.7264650173899445,0.0441642298117996
89,12,8,24,0.6674364717278753,27.5932993080276,0.4815939244133481,74.49748147034316,1.2888894724917965,2.240636507242228,1.1055387010104574,39.99997830101809,40.7007191814762,2.079200441587703,0.6981313220790538,0.7103615576463708,0.03628889351462546
90,12,12,24,0.6751526042445904,27.880367853388183,0.48660421570880336,64.1653343495707,1.3155612098013763,2.2767520350275543,1.124013868844062,38.18971151108284,41.12577641999266,4.325615629088467,0.6665362062551748,0.7177802059679186,0.07549623490331661
91,12,8,24,0.6641801604930283,27.438721441871632,0.4788960316982193,64.08019676242532,1.340502410158916,2.293792349618479,1.0948259488129166,39.456577814460275,40.11949742563022,2.7400890855237505,0.6886471944316809,0.7002173243226362,0.047823576340336
92,12,8,24,0.6432605312844185,26.543433335390503,0.4632703064861774,59.85083896626631,1.2276595108149408,2.3100850789859413,1.1452458382800454,37.34690002803089,39.689499743889634,2.5939002342500403,0.6518263709023021,0.6927124490003194,0.04527209955590558
93,12,12,24,0.5948827543057196,24.48641408160313,0.4273685477306734,48.3500165487333,1.1903478326176165,2.2805997817736867,1.0957748519686419,35.20833111980702,36.30144745035622,1.9494636746448866,0.6145013021730154,0.6335797812484173,0.034024559770587305
94,12,8,24,0.5975934122984142,24.601538179457588,0.4293778422866201,50.60342899018366,1.148970387172123,2.2923824695943393,1.1186559075017737,34.903387416966474,36.89588429955552,2.0053428218495655,0.609179030525225,0.6439546614621264,0.034999834872508996
95,12,8,20,0.5844077259070415,24.018906119514355,0.41920899451293375,45.38999080454095,1.073955525786192,2.2890263942975313,1.1440889008963018,32.616285357111636,35.95512819435395,3.4853048070767008,0.5692615692516138,0.6275353699681204,0.060830044319066884
96,12,8,20,0.5329774193750642,21.823520739083005,0.38089229127426355,34.788952790554696,0.9662821584959735,2.3016623489784167,1.193861431749902,27.575825708447464,32.23257451932619,5.662161989474836,0.4812889525685071,0.5625645517566706,0.09882336949761289
97,12,16,24,0.45417281827093126,18.56242507148868,0.3239754346522084,39.69829092756395,1.024341614561628,2.297921979634669,1.1058005070771586,26.04891787178299,27.457524945117743,2.180832397564093,0.4546393834442079,0.47922421474077953,0.038062705771637874
98,12,12,24,0.4636900629170419,18.919467561218017,0.33020700166751504,24.46835588404933,0.8992515437095037,2.3346035029618677,1.2506732026999405,22.44817740806657,27.11140922781961,7.198816047767419,0.39179460684257006,0.473183355881026,0.1256430422789486
99,12,16,12,0.40480182811422827,16.478290730829574,0.2876004283538373,30.435565679599705,0.8761594771488063,2.374847631681789,1.339305346891239,15.033892743559633,24.096442585333648,10.30453686359508,0.2623909277668017,0.4205622611318468,0.17984809616286396
100,12,16,12,0.39597819710282994,16.133944892227447,0.2815904597046906,26.140216960851415,0.7921458987269762,2.403599035364364,1.4331255898780737,4.346508236985985,21.01343030944651,23.041896130249377,0.07586087970047113,0.3667535460382112,0.40215695337539015
101,12,20,12,0.3394295651175325,13.811192838486045,0.2410507886594385,30.69210097373992,1.2283166795183968,2.4182394423920854,1.0571401373386373,19.903780293906035,18.32820496299138,3.2015932585598494,0.34738649972222757,0.3198875225845643,0.05587834367152351
102,12,20,12,0.3374840703367601,13.726395596632441,0.23957079759248132,35.947048052911875,1.2473412575447897,2.418649566636263,1.0399220088260641,19.650949816172893,17.079824421867833,4.4484125518559035,0.34297377543639274,0.29809917182412765,0.07763944551691991
103,12,20,12,0.35516046804704265,14.45143722792857,0.25222516127263134,41.19688920468743,1.298843040596679,2.4488299084042593,1.0338162724708868,20.963282618760427,17.59128047125828,4.799748593766394,0.36587830372346986,0.3070257638652352,0.08377141622918868
104,16,16,8,0.21294682397621742,8.63963185900869,0.15079002209989442,46.51261662467863,1.0977427098294834,2.341806389030911,1.0658115424786772,11.669186377687684,10.825684207405253,3.424024991932232,0.20366572331952396,0.18894383320037433,0.05976050977978229
105,16,12,8,0.20681823271527366,8.391349055369263,0.1464566697003067,50.889046454317146,1.0930687586485164,2.3746878702442844,1.1125742188988488,10.962308285333306,11.612303166728713,2.599435714044949,0.19132837319772483,0.20267292399918233,0.04536871190400927
106,24,16,8,0.20908697852552138,8.484694117191081,0.14808584836956948,56.853778488532505,1.1577758658846042,2.4103972516156347,1.101782051641704,12.087219807058494,11.356559380120602,2.0103031643931093,0.2109617830454487,0.19820935288135189,0.03508640918191425
107,20,16,4,0.17979425124659584,7.29348369531952,0.12729530442384585,56.31839775316926,1.092006388593642,2.3830594300141925,1.1354720045912776,9.7923889888821,10.765419207362767,1.3226428897123088,0.17090942949203497,0.18789201052591958,0.02308447325358164
108,24,16,4,0.2764643698874332,11.233399084854716,0.19605980022122696,67.53974129005465,1.2402022230729515,2.4437177180600984,1.1026921681784765,16.100788735958876,15.239193722192619,2.360214796411941,0.2810117756104999,0.2659741058015112,0.041193519251665235
109,24,16,4,0.24012796882672124,9.749153712550582,0.17015483156702946,56.219195631028704,1.1468914594416963,2.4150893525255097,1.1411804945400827,12.682626056240862,14.105404024051273,2.4594310573586373,0.2213535824806286,0.24618574254375217,0.04292516967670856
110,24,16,4,0.21930339234774807,8.898881420499261,0.15531478053225772,50.32514155641983,1.0860126462546846,2.389787662787747,1.1572402782411613,10.497273001981819,12.824449609962937,3.3749216495525536,0.18321197636529563,0.22382887044995584,0.05890349478152272
111,24,8,4,0.30533199934355104,12.407238309042349,0.21654715957235895,49.78757283323441,1.1471198952583523,2.442345790591034,1.1881301795415677,14.138229828473143,17.94664304798261,5.136842050670766,0.2467586609105331,0.31322801086744656,0.0896548069390973
112,24,8,4,0.277327461195918,11.267411910332363,0.19665343601371785,44.60794555203146,1.1381201694842065,2.414916991353727,1.1527931335759019,14.457330516136558,16.453465228035075,2.8914399868246714,0.2523280185556368,0.28716714159161083,0.05046514789390758
