name,PixelStandardDeviation [px],detected per frame,frames,obs per frame,total obs,corner_total [m],corner_avg [m],corner_median [m],corner_std [m],center_total [m],center_avg [m],center_median [m],center_std [m],reprojection_total [px],reprojection_avg [px],reprojection_median [px],reprojection_std [px],translation_total [m],translation_avg [m],translation_median [m],translation_std [m],angle_total [deg],angle_avg [deg],angle_median [deg],angle_std [deg],rodriguez_total ,rodriguez_avg ,rodriguez_median ,rodriguez_std 
2019-09-08_00:30:11_walrus,0.1,3,30,3,90,0.050027804111455874,0.0010422459189886643,0.0009985049618671917,0.000546200007627769,0.012310653173798357,0.0010258877644831962,0.0009239523165804896,0.0005399824705056295,1593.925661984933,0.33206784624685937,0.32215091141348684,0.1678299156041691,0.2853917585100031,0.0028539175851000297,0.002921880721725782,0.0008044495818068526,24.431649842593146,0.2443164984259315,0.23725939799423487,0.08134162475966229,0.42641273144368363,0.004264127314436837,0.0041409576762724085,0.0014196791710080312
2019-09-08_00:30:12_chamois,0.1,3,60,3,180,0.6652739172491285,0.01385987327602351,0.011798957766900127,0.00746701573854714,0.16863448452416427,0.014052873710347023,0.012419217011473666,0.0071748626453000085,228243.84352764479,47.550800734925936,3.3568216124712285,500.95539399161294,11.343392501780311,0.11343392501780312,0.03631161054200502,0.3626633209460484,1035.850584765509,10.35850584765509,2.95033961686004,34.48613085259753,18.079003262866497,0.18079003262866497,0.05149314036623355,0.6018965296514261
2019-09-08_00:30:12_lapwing,0.1,3,90,3,270,0.28150202364140287,0.005864625492529225,0.003084347132006528,0.005378909736599687,0.07240449376737017,0.006033707813947514,0.003527014564540045,0.005400019741982899,9336.594232558553,1.9451237984496952,1.569676970882897,1.4994763326458442,1.8749891031878596,0.018749891031878588,0.01996756441645942,0.010050850357674118,122.38097187824522,1.2238097187824521,1.1554505929871666,0.42715994884798847,2.1359509010652555,0.021359509010652547,0.020166417191746958,0.007455347540049631
2019-09-08_00:30:12_ferret,0.1,3,120,3,360,0.40323868478874403,0.008400805933098833,0.007857982090580001,0.00426243393116694,0.11268890442749999,0.009390742035624998,0.008916449348309038,0.00448425583054722,9292.415313267724,1.935919856930775,1.6383258588904792,1.144799828712843,1.9687013588568527,0.019687013588568517,0.019550837500839354,0.002953757987835149,256.4566376301989,2.564566376301987,2.579453802371675,0.2935325661495971,4.476012715240667,0.044760127152406654,0.045019961754467916,0.005123109741138193
2019-09-08_00:30:13_tiger,0.1,3,240,3,720,0.569404895334659,0.011862601986138732,0.010004316800953924,0.008241080676766602,0.16895196122011788,0.01407933010167649,0.012365613789505781,0.009220610665189258,11251.102690274838,2.343979727140588,1.9552798480956155,1.707170458291676,1.4476695184130006,0.014476695184130008,0.013475125474845417,0.009564063284920966,466.5949832391005,4.665949832391006,4.569015052029167,1.446239533032723,8.143618730809894,0.08143618730809891,0.0797443562310848,0.025241641623926624
2019-09-08_00:30:13_wombat,0.1,5,30,10,300,0.13397319092166368,0.002791108144201328,0.0018416568616331903,0.0025931291018617612,0.03531728387977837,0.0029431069899815312,0.0022116958057924996,0.0025954524406867946,4106.108269103228,0.8554392227298365,0.45107844909906203,0.9592722499895261,0.26691676165604317,0.0026691676165604312,0.0019977906816087184,0.0018784875492516124,96.31271167133404,0.9631271167133408,0.9438985550444252,0.17734342099794972,1.6809739301881288,0.016809739301881284,0.01647413759033535,0.0030952266031654577
2019-09-08_00:30:13_vulture,0.1,5,60,10,600,0.2547024797566544,0.005306301661596964,0.004437960604527642,0.003246617248396542,0.06836999239208436,0.0056974993660070285,0.005028867860197633,0.003139683635762496,7875.323006055138,1.6406922929281553,1.3430217660480173,1.0528447185102345,1.8587735830424996,0.018587735830425,0.01855308646565699,0.0039139818810838235,134.79221880379492,1.3479221880379486,1.2633524240801983,0.34055825694549063,2.352568024194198,0.02352568024194197,0.022049659413241086,0.005943862878553273
2019-09-08_00:30:14_rat,0.1,5,90,10,900,0.21761300786933288,0.004533604330611102,0.003930320575766186,0.003509271224627549,0.05453956470678475,0.004544963725565396,0.004081668934293733,0.003536365749865078,7311.445605914457,1.523217834565509,1.2481517333008427,0.9726134201281473,2.0858069002957493,0.0208580690029575,0.020881747106987272,0.005214840272296472,81.24394015578889,0.8124394015578893,0.7765938189677211,0.3276026864010313,1.417974253010619,0.014179742530106185,0.013554119091598968,0.005717745516079694
2019-09-08_00:30:14_stingray,0.1,5,120,10,1200,0.3399184531622849,0.007081634440880935,0.004256605172931307,0.00661817069663355,0.08620453254052138,0.007183711045043447,0.00448506231489168,0.006689248853651229,63892.19530366795,13.310874021597504,1.5988957310293306,140.50317863228258,8.22088867991511,0.08220888679915107,0.029176303824926593,0.3188984087429256,517.3722731375882,5.1737227313758805,1.2381933812977197,25.25123399847039,9.029849624777798,0.09029849624777794,0.021610551280036513,0.4407171734648441
2019-09-08_00:30:14_hamster,0.1,5,240,10,2400,0.2590393554773498,0.005396653239111454,0.0045684487100295925,0.0033200426960902306,0.07257296107062625,0.0060477467558855205,0.0049069734090481576,0.0034358741984884234,6510.273346720473,1.356306947233436,1.2021684869773985,0.8144671719023409,2.3783970590668675,0.023783970590668675,0.023158464860791532,0.005712398710546183,171.6252226960407,1.7162522269604061,1.699322667874032,0.38735464871483605,2.9954252155141865,0.029954252155141883,0.02965877560817967,0.0067606139929811
